country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Brazil,66.4,,63.2,66.9,70,68.4,70.4,66.6,71.4,69.8,65.5,63.7,63.3,61.9,63.8
