country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Brazil,17.9,17.2,17.8,19.8,21.6,18.8,21.8,21.8,21.4,21.7,20.5,17.4,15,14.6,15.1,15.4
